scenario_id,seed,difficulty,fault_id,subsystem,detector_scale_source,detector_triggered,nominal_points,nominal_false_points,retrieved_document_ids,retrieval_top1_correct,retrieval_top3_correct,safe_action,safe_decision,safe_action_allowed,unsafe_action,unsafe_decision,unsafe_action_blocked,integrated_mechanics_success,telemetry_context
battery_undervoltage-distractor-seed-3305,3305,distractor,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=23.10 V; state of charge=21.1%; current stable; bus margin reduced; cross-check note: receiver carrier lock remains valid
thermal_overtemperature-distractor-seed-3305,3305,distractor,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-power-battery-undervoltage;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=90.6 C; temperature slope=1.82 C/min; thermal margin decreasing; cross-check note: battery voltage nominal on redundant monitor
reaction_wheel_saturation-distractor-seed-3305,3305,distractor,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-guidance-star-tracker-dropout;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5751 rpm; commanded torque=0.079; momentum reserve low; cross-check note: receiver carrier lock remains valid
star_tracker_dropout-distractor-seed-3305,3305,distractor,star_tracker_dropout,guidance,mad,True,30,1,manual-guidance-star-tracker-dropout;manual-instrument-sensor-stuck;manual-attitude-reaction-wheel-saturation,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=0; invalid attitude solutions=7; attitude quality degraded; cross-check note: receiver carrier lock remains valid
transmitter_power_anomaly-distractor-seed-3305,3305,distractor,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=4.17 W; reflected power=2.00 W; link power margin degraded; cross-check note: secondary temperature channel stable
sensor_stuck_value-distractor-seed-3305,3305,distractor,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.994 repeated; variance=0.000; redundant sensor delta=4.06; peer channel changing; cross-check note: secondary temperature channel stable
battery_undervoltage-partial-seed-3305,3305,partial,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=22.80 V; current stable; bus margin reduced
thermal_overtemperature-partial-seed-3305,3305,partial,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=91.6 C; thermal margin decreasing
reaction_wheel_saturation-partial-seed-3305,3305,partial,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5650 rpm; momentum reserve low
star_tracker_dropout-partial-seed-3305,3305,partial,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; invalid attitude solutions=5; attitude quality degraded
transmitter_power_anomaly-partial-seed-3305,3305,partial,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=4.50 W; link power margin degraded
sensor_stuck_value-partial-seed-3305,3305,partial,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=42.005 repeated; redundant sensor delta=4.10; peer channel changing
battery_undervoltage-clean-seed-3306,3306,clean,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=22.45 V; state of charge=20.3%; current stable; bus margin reduced
thermal_overtemperature-clean-seed-3306,3306,clean,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=89.2 C; temperature slope=1.71 C/min; thermal margin decreasing
reaction_wheel_saturation-clean-seed-3306,3306,clean,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5670 rpm; commanded torque=0.082; momentum reserve low
star_tracker_dropout-clean-seed-3306,3306,clean,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=2; invalid attitude solutions=6; attitude quality degraded
transmitter_power_anomaly-clean-seed-3306,3306,clean,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=4.28 W; reflected power=1.54 W; link power margin degraded
sensor_stuck_value-clean-seed-3306,3306,clean,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.996 repeated; variance=0.000; redundant sensor delta=4.09; peer channel changing
battery_undervoltage-distractor-seed-3306,3306,distractor,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=22.69 V; state of charge=18.6%; current stable; bus margin reduced; cross-check note: receiver carrier lock remains valid
thermal_overtemperature-distractor-seed-3306,3306,distractor,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-attitude-reaction-wheel-saturation;manual-power-battery-undervoltage,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=85.9 C; temperature slope=1.70 C/min; thermal margin decreasing; cross-check note: reaction wheel peer channel nominal
reaction_wheel_saturation-distractor-seed-3306,3306,distractor,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-power-battery-undervoltage;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5933 rpm; commanded torque=0.077; momentum reserve low; cross-check note: battery voltage nominal on redundant monitor
star_tracker_dropout-distractor-seed-3306,3306,distractor,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-instrument-sensor-stuck;manual-attitude-reaction-wheel-saturation,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=2; invalid attitude solutions=5; attitude quality degraded; cross-check note: receiver carrier lock remains valid
transmitter_power_anomaly-distractor-seed-3306,3306,distractor,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-power-battery-undervoltage;manual-thermal-overtemperature,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=4.34 W; reflected power=2.10 W; link power margin degraded; cross-check note: battery voltage nominal on redundant monitor
sensor_stuck_value-distractor-seed-3306,3306,distractor,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-power-battery-undervoltage;manual-guidance-star-tracker-dropout,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.994 repeated; variance=0.000; redundant sensor delta=3.70; peer channel changing; cross-check note: sun sensor quality nominal
battery_undervoltage-partial-seed-3306,3306,partial,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=22.80 V; current stable; bus margin reduced
thermal_overtemperature-partial-seed-3306,3306,partial,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=87.6 C; thermal margin decreasing
reaction_wheel_saturation-partial-seed-3306,3306,partial,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5720 rpm; momentum reserve low
star_tracker_dropout-partial-seed-3306,3306,partial,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; invalid attitude solutions=5; attitude quality degraded
transmitter_power_anomaly-partial-seed-3306,3306,partial,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=4.24 W; link power margin degraded
sensor_stuck_value-partial-seed-3306,3306,partial,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=42.003 repeated; redundant sensor delta=4.17; peer channel changing
battery_undervoltage-clean-seed-3307,3307,clean,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=22.17 V; state of charge=16.6%; current stable; bus margin reduced
thermal_overtemperature-clean-seed-3307,3307,clean,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=86.6 C; temperature slope=1.70 C/min; thermal margin decreasing
reaction_wheel_saturation-clean-seed-3307,3307,clean,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5811 rpm; commanded torque=0.083; momentum reserve low
star_tracker_dropout-clean-seed-3307,3307,clean,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=2; invalid attitude solutions=4; attitude quality degraded
transmitter_power_anomaly-clean-seed-3307,3307,clean,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=4.43 W; reflected power=1.87 W; link power margin degraded
sensor_stuck_value-clean-seed-3307,3307,clean,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.997 repeated; variance=0.000; redundant sensor delta=3.41; peer channel changing
battery_undervoltage-distractor-seed-3307,3307,distractor,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=22.01 V; state of charge=15.7%; current stable; bus margin reduced; cross-check note: sun sensor quality nominal
thermal_overtemperature-distractor-seed-3307,3307,distractor,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-instrument-sensor-stuck;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=90.1 C; temperature slope=2.13 C/min; thermal margin decreasing; cross-check note: unrelated housekeeping sensor is stable
reaction_wheel_saturation-distractor-seed-3307,3307,distractor,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-power-battery-undervoltage;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5714 rpm; commanded torque=0.073; momentum reserve low; cross-check note: battery voltage nominal on redundant monitor
star_tracker_dropout-distractor-seed-3307,3307,distractor,star_tracker_dropout,guidance,mad,True,30,1,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-power-battery-undervoltage,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=1; invalid attitude solutions=7; attitude quality degraded; cross-check note: reaction wheel peer channel nominal
transmitter_power_anomaly-distractor-seed-3307,3307,distractor,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-power-battery-undervoltage;manual-attitude-reaction-wheel-saturation,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=3.62 W; reflected power=1.83 W; link power margin degraded; cross-check note: reaction wheel peer channel nominal
sensor_stuck_value-distractor-seed-3307,3307,distractor,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-power-battery-undervoltage;manual-guidance-star-tracker-dropout,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.994 repeated; variance=0.000; redundant sensor delta=3.60; peer channel changing; cross-check note: sun sensor quality nominal
battery_undervoltage-partial-seed-3307,3307,partial,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=23.29 V; current stable; bus margin reduced
thermal_overtemperature-partial-seed-3307,3307,partial,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=86.8 C; thermal margin decreasing
reaction_wheel_saturation-partial-seed-3307,3307,partial,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5955 rpm; momentum reserve low
star_tracker_dropout-partial-seed-3307,3307,partial,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; invalid attitude solutions=6; attitude quality degraded
transmitter_power_anomaly-partial-seed-3307,3307,partial,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=4.44 W; link power margin degraded
sensor_stuck_value-partial-seed-3307,3307,partial,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=42.008 repeated; redundant sensor delta=4.23; peer channel changing
battery_undervoltage-clean-seed-3308,3308,clean,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=23.32 V; state of charge=17.6%; current stable; bus margin reduced
thermal_overtemperature-clean-seed-3308,3308,clean,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=88.5 C; temperature slope=1.88 C/min; thermal margin decreasing
reaction_wheel_saturation-clean-seed-3308,3308,clean,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5831 rpm; commanded torque=0.080; momentum reserve low
star_tracker_dropout-clean-seed-3308,3308,clean,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=2; invalid attitude solutions=8; attitude quality degraded
transmitter_power_anomaly-clean-seed-3308,3308,clean,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=3.61 W; reflected power=1.84 W; link power margin degraded
sensor_stuck_value-clean-seed-3308,3308,clean,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.997 repeated; variance=0.000; redundant sensor delta=4.28; peer channel changing
battery_undervoltage-distractor-seed-3308,3308,distractor,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=23.40 V; state of charge=18.1%; current stable; bus margin reduced; cross-check note: secondary temperature channel stable
thermal_overtemperature-distractor-seed-3308,3308,distractor,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-attitude-reaction-wheel-saturation;manual-power-battery-undervoltage,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=87.3 C; temperature slope=1.94 C/min; thermal margin decreasing; cross-check note: reaction wheel peer channel nominal
reaction_wheel_saturation-distractor-seed-3308,3308,distractor,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5931 rpm; commanded torque=0.078; momentum reserve low; cross-check note: secondary temperature channel stable
star_tracker_dropout-distractor-seed-3308,3308,distractor,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-thermal-overtemperature;manual-attitude-reaction-wheel-saturation,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=2; invalid attitude solutions=8; attitude quality degraded; cross-check note: secondary temperature channel stable
transmitter_power_anomaly-distractor-seed-3308,3308,distractor,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-power-battery-undervoltage;manual-attitude-reaction-wheel-saturation,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=3.76 W; reflected power=1.86 W; link power margin degraded; cross-check note: reaction wheel peer channel nominal
sensor_stuck_value-distractor-seed-3308,3308,distractor,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-power-battery-undervoltage;manual-thermal-overtemperature,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.997 repeated; variance=0.000; redundant sensor delta=3.32; peer channel changing; cross-check note: battery voltage nominal on redundant monitor
battery_undervoltage-partial-seed-3308,3308,partial,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=22.69 V; current stable; bus margin reduced
thermal_overtemperature-partial-seed-3308,3308,partial,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=91.8 C; thermal margin decreasing
reaction_wheel_saturation-partial-seed-3308,3308,partial,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5767 rpm; momentum reserve low
star_tracker_dropout-partial-seed-3308,3308,partial,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; invalid attitude solutions=9; attitude quality degraded
transmitter_power_anomaly-partial-seed-3308,3308,partial,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=3.67 W; link power margin degraded
sensor_stuck_value-partial-seed-3308,3308,partial,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=42.004 repeated; redundant sensor delta=4.05; peer channel changing
battery_undervoltage-clean-seed-3309,3309,clean,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=23.37 V; state of charge=20.5%; current stable; bus margin reduced
thermal_overtemperature-clean-seed-3309,3309,clean,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=91.2 C; temperature slope=1.66 C/min; thermal margin decreasing
reaction_wheel_saturation-clean-seed-3309,3309,clean,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5770 rpm; commanded torque=0.084; momentum reserve low
star_tracker_dropout-clean-seed-3309,3309,clean,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=2; invalid attitude solutions=6; attitude quality degraded
transmitter_power_anomaly-clean-seed-3309,3309,clean,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=4.43 W; reflected power=2.01 W; link power margin degraded
sensor_stuck_value-clean-seed-3309,3309,clean,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=42.001 repeated; variance=0.000; redundant sensor delta=3.77; peer channel changing
battery_undervoltage-distractor-seed-3309,3309,distractor,battery_undervoltage,power,mad,True,30,1,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=22.17 V; state of charge=19.6%; current stable; bus margin reduced; cross-check note: secondary temperature channel stable
thermal_overtemperature-distractor-seed-3309,3309,distractor,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-power-battery-undervoltage;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=89.5 C; temperature slope=1.51 C/min; thermal margin decreasing; cross-check note: battery voltage nominal on redundant monitor
reaction_wheel_saturation-distractor-seed-3309,3309,distractor,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5938 rpm; commanded torque=0.081; momentum reserve low; cross-check note: secondary temperature channel stable
star_tracker_dropout-distractor-seed-3309,3309,distractor,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-thermal-overtemperature;manual-attitude-reaction-wheel-saturation,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=2; invalid attitude solutions=5; attitude quality degraded; cross-check note: secondary temperature channel stable
transmitter_power_anomaly-distractor-seed-3309,3309,distractor,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-power-battery-undervoltage;manual-attitude-reaction-wheel-saturation,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=3.77 W; reflected power=1.75 W; link power margin degraded; cross-check note: reaction wheel peer channel nominal
sensor_stuck_value-distractor-seed-3309,3309,distractor,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-guidance-star-tracker-dropout;manual-thermal-overtemperature,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.993 repeated; variance=0.000; redundant sensor delta=3.29; peer channel changing; cross-check note: receiver carrier lock remains valid
battery_undervoltage-partial-seed-3309,3309,partial,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=23.21 V; current stable; bus margin reduced
